date,content,author
2024-06-13 13:52,建议放弃抵抗——后续两天会跌破下方3004个3426点的淡蓝色底裤均线。因为如果,炼炼8
2024-06-13 13:52,不用看了两点了就这样了,股市诸葛亮
2024-06-13 13:51,回测3000点,股友3kwQUQ
2024-06-13 13:51,阴跌不止的走势往往会伴随出现急跌才会见底,红遍天中国牛
2024-06-13 13:51,A股的分红除权设计相当不合理！分的自己钱不说，如下跌你补同样股仓一卖马上收你20,刚割完
2024-06-13 13:51,最近两周，随便买个股，每天都是-1-2，换哪个板块都没用，每天都-1-2，还挺规,我要活到4000点
2024-06-13 13:51,快买入，大资金要来了,宁波三英战吕布
2024-06-13 13:50,兄弟们，实在顶不住了，撤了[惨!关灯吃面][惨!关灯吃面][惨!关灯吃面],粉色小内
2024-06-13 13:50,不要被药明康德主力骗了，业内人士说危机仍未解除！,牛市大圣
2024-06-13 13:50,黑周四，谁敢买票,光哥249
2024-06-13 13:50,上午提示结束。删帖，明天见啦。「相信我的提示铁粉都看到了吧」,空袭大哥_V5
2024-06-13 13:50,"山雨欲来风满楼,风雨过后一片狼藉！",股友0965w0Q621
2024-06-13 13:50,现在不管利好还是利空，天天跌，外面天天新高！,巴菲特他老表
2024-06-13 13:50,A股跌起来轻轻松松，涨一点都何其艰难,春天来了天气暖了
2024-06-13 13:50,5周岁大爆发！“硬科技”定位越来越清晰，乘科特估之风,博时指慧家
2024-06-13 13:49,兄弟你瘦了,股市中锤炼
2024-06-13 13:49,今天都涨不了可以清仓了。大概率要下杀，把量能杀出来,小鱼不渔
2024-06-13 13:49,不会又要绿吧？,一定要止盈
2024-06-13 13:49,销户才是正道,仓位冷静别上头
2024-06-13 13:49,现在走的是五分钟四浪回调的小五浪下跌，结束后走五分钟的五浪上涨，要去突破3051,不同尋常
2024-06-13 13:49,这么说吧，当日红盘的基本买不得，第二天基本低开套人，这行情就是买绿不买红，专沙追,头号炒家
2024-06-13 13:49,阴跌一直跌,ar5467
2024-06-13 13:48,下午白酒，光伏会起飞,宁波三英战吕布
2024-06-13 13:48,跌不下去了，要涨了。看多了。,海中莎鱼
2024-06-13 13:48,[大笑],NEN李
2024-06-13 13:47,虚拟电厂多股涨停板!北京科锐长城电工科远智慧。。。留意老龙头金智科技！,股友1A6872Z561
2024-06-13 13:47,3000点不见不散哦。,东财网友4202513811381516
2024-06-13 13:47,股指期货买跌能赚大钱拼命砸,股友G819W10280
2024-06-13 13:47,三千不过是韭菜想像中的防线，并不存在,Gravel_Gold
2024-06-13 13:47,都是688在涨，散户多的主板不涨，即使半导体大涨也都是前排科创,喵师傅
2024-06-13 13:47,有完没完，C,熊贯全球
2024-06-13 13:46,$上证指数(SH000001)$,神秘的持股者
2024-06-13 13:46,6月战绩,入行小韭菜
2024-06-13 13:46,说这个地方没打操盘手控制，劳资是打死不相信，分时级别打到某一点就砸...反之亦然,声东而击西
2024-06-13 13:46,除了大疆无人机公司，还有科技公司吗？,日进满斗地露娜
2024-06-13 13:46,3000点“保卫战”又要打响！买瓜！,斯马克斯马克
2024-06-13 13:45,陈果“没有增量资金流入股市”竟遭基金经理群攻！,白马飞奔黑马过林
2024-06-13 13:45,量化兴风作浪,趋势投资就有牛
2024-06-13 13:45,只恨自己没有足够的资金可以做空,扶摇直上一字板
2024-06-13 13:45,【午后点评】午后机器人板块有点异动，目前有2家涨停，2024年特斯拉股东大会将于,老刘说股市
2024-06-13 13:45,三千点就是这么难，无论是谁都要等一下，不过3600不能视为牛来了！！,无敌追高
2024-06-13 13:45,低吸，牛市开启，劵商最后压盘,w一j4309
2024-06-13 13:44,又跳水,勤奋的柳皓轩1
2024-06-13 13:44,龙头斩,老66666了
2024-06-13 13:44,3000点以上皆为牛市,中兴之跌
2024-06-13 13:44,利好还是利空都是高开低走低开低走，真是厉害了,回本坚决远离
2024-06-13 13:44,碰撞下跌,風投
2024-06-13 13:44,继续自嗨吧！永远是别人的错#对华电动汽车征税，欧盟算错了账#,股友5G30351P52
2024-06-13 13:44,牛市,万事四海de无崖子
2024-06-13 13:43,这玩意怎么一直跌呢，谁能回答？,股友67167l96t2
2024-06-13 13:43,等3026抄底,勤奋的狙击手
2024-06-13 13:43,电机板块涨不停，绩优大洋的小鬼砸不断，牛A～～～～～～,天天向上178
2024-06-13 13:43,砸盘是定律来的嘛,大侠pp
2024-06-13 13:43,已经跌了快一个月，发生了什么怎么这么不健康市场,喜盈盈地红桔
2024-06-13 13:43,2700点等你,吸血虫思思
2024-06-13 13:43,外资天天卖，身体最诚实#高盛发声：中国市场已现复苏信号#,E213
2024-06-13 13:42,6.13日百万操作分享|重仓半导体大涨！大龙今天还有大动作！,龙行天下虎L
2024-06-13 13:42,我怎么感觉天天都是利空？,开心的每1天
2024-06-13 13:42,半岛体今天是逃跑的最后时光,题材_量能_换手率
2024-06-13 13:42,德系车都是合资车#对华电动汽车征税，欧盟算错了账#,黎明4gu4rh
2024-06-13 13:42,硬想搞事,平等的梅亦凡
2024-06-13 13:42,到底哪些股在涨？,淡定的云啊
2024-06-13 13:41,破3000点在买票？？？,牛不言顶
2024-06-13 13:41,3000肯定会破，迟早的事,温馨的陶莉1
2024-06-13 13:41,神奇的星期四,那个男人叫小帅
2024-06-13 13:41,一起干,翔龙3519
2024-06-13 13:41,电机涨不停，此股这波大爷砸锅卖铁哇～～～～～～～～,天天向上178
2024-06-13 13:41,后天欧洲杯，下个月奥运会。中体产业可以布局。,旺财神2023
2024-06-13 13:40,∴:！！！～～#美股三巨头总市值逼近10万亿美元#,AB1号
2024-06-13 13:40,服了,那个男人叫小帅
2024-06-13 13:40,今日市场成织布机了比昨想象波动还小，今周四明周五掉个坑以半年线上完成周线4连阴？,海弯深情
2024-06-13 13:40,大盘在下30点,股友wxfERf
2024-06-13 13:40,盘中好几波赚钱效应你们抓住吗？但凡你们抓住一个，收盘都是被套的[大笑][大笑],投资梦想2024
2024-06-13 13:40,量化[卖出][卖出][卖出],上升拿股下降拿钱
2024-06-13 13:40,到收盘能红,股友XHOQoM
2024-06-13 13:40,红一下这么难吗？,zhemin2010
2024-06-13 13:40,大盘开始跳水了,疯狂一点点
2024-06-13 13:39,夏天⋯是女人最美的季节……[献花],股友WpsDsU
2024-06-13 13:39,这个样子，明天直接一根砸穿。,widowsamker
2024-06-13 13:39,散户都没钱了还不拉升11,欢乐海岸h
2024-06-13 13:38,跳水,空_如此生
2024-06-13 13:37,4.29到现在，内资一天没流入过,信仰重新崛起
2024-06-13 13:37,长源电力绩优，低价，小市值报业绩大幅增长,H潘博
2024-06-13 13:37,联储的约1万亿美元账面损失，已,文凯诺大数据
2024-06-13 13:37,量化取消股市马上飞起来,淘米人
2024-06-13 13:37,这个走势真的是辣眼睛,主力救救我1
2024-06-13 13:37,向下要空间吧,手哥投资
2024-06-13 13:37,个人真心话，以后我买股票，绝对不可能买十大流通股东合计持股小于30％的股票（自己,股友123666888
2024-06-13 13:36,买的个股大盘越涨越跌,股友93E0836o61
2024-06-13 13:36,2800走起是这意思不？,明亮得迎春花
2024-06-13 13:36,现在是消化利好，明天破3,股友6308089p9z
2024-06-13 13:36,3000点可能什么也不是,牛不言顶
2024-06-13 13:35,[捂脸]人还没退休，养老基金先清盘了~,深见股市
2024-06-13 13:35,我悟了！投资想要有好的收益，就得......,剑诚笔记
2024-06-13 13:35,量化厉害,趋势投资就有牛
2024-06-13 13:35,生为一个五千年文化的炎黄子孙我骄傲，但是不应该喜欢足球，更不应该买股票。人生最错,庆余年2020
2024-06-13 13:34,你还要跌多久？？？？,炒股养家8868
2024-06-13 13:34,股市一直跌的我血压一直升高。,股友ZbygQc
2024-06-13 13:34,希望中国股市是经营公司，不是天天主力流出卖公司,国韵
2024-06-13 13:34,没有增量资金的股市就是跑得快，一日游,西部朋友
2024-06-13 13:34,凯华材料北证总龙头！半导体封装龙头！,趋势聊股
2024-06-13 13:33,A股确实也太让人寒心了,舒适的梅兰芳
2024-06-13 13:32,指数马上要红了，可是我买的股票亏损还在加大[大笑][大笑],股友3E37021x39
2024-06-13 13:32,16家20.00%涨停的，总和利润竟然还是亏损的[捂脸][捂脸][捂脸],泰山日出
2024-06-13 13:31,场外资金不进场，大盘不涨；大盘不涨，场外资金不进场。这似乎是一个死循环[滴汗][,哎回本就销户
2024-06-13 13:31,今天如果不涨停的话，尾盘加仓。芯片光刻机：东方钽业的铌金属被广泛应用于同步辐射光,龙腾八板民间股神
2024-06-13 13:30,今天收盘在3040底部确定了,我要减仓
2024-06-13 13:30,688的散户买不到，他们就使劲拉,趋势投资就有牛
2024-06-13 13:30,每天大盘资金就一个走势，从头跌倒尾,股友750m127e66
2024-06-13 13:30,要么大涨，要么大待涨,幸福的鱼们
2024-06-13 13:30,成交量还是好低啊！市场需要一剂强心针！[火箭][火箭][火箭],Deepblue715
2024-06-13 13:30,港股6.2%，美股6%，A股成交量低迷之外，科创对投资者进行了限制也是原因之一，,汉上骄子
2024-06-13 13:30,我确实服气了，彻底清仓了，我先撤了……,高吸低抛嗨起来
2024-06-13 13:30,大家看看股市里，大部分股票一分钟交易几手，能有希望吗？,股友72tP793577
2024-06-13 13:29,交替做t,坚定的康昭
2024-06-13 13:29,下半年趋势不会改变。,股友F8oaEa
2024-06-13 13:29,破3000才买,亏本的散户
2024-06-13 13:28,美股的泡沫不能忽视了，用不了多久，红线就会重新向上，A股会重新走牛,孤雁投资
2024-06-13 13:28,1860点附近等待抢筹，高了不碰,股友RBQGPs
2024-06-13 13:28,两个月了，内资能流入一天么？一天到晚流出，你是便秘么！！！,皖南小白菜
2024-06-13 13:28,"""A股3000点风云变幻，人工智能与新半军产业引领市场新趋势""",抄底大A
2024-06-13 13:28,人有多大胆，赶快抄底！,村级股侠
2024-06-13 13:28,踏空了倒在了黎明前哎,股友3512r51U11
2024-06-13 13:27,打压券商吸筹,w一j4309
2024-06-13 13:27,605258协和电子又是谁在坐庄,追求成长的价值
2024-06-13 13:26,不懂哪里有这么多卖出的，天天卖,股友26c72912a0
2024-06-13 13:26,赶紧破3000，装啥。个股26-2700了,基民11or367359
2024-06-13 13:26,等2970,江左马文
2024-06-13 13:26,$上证指数(SH000001)$,成长龙头我最爱
2024-06-13 13:26,688散户买不起就随便拉,趋势投资就有牛
2024-06-13 13:25,不P3000我不买,股友R016X58505
2024-06-13 13:25,全球牛市，不会还有人亏钱吧[大笑],主力积积邦邦软
2024-06-13 13:25,能不能拉一下石油海油啊,有洞察力的武宸
2024-06-13 13:25,大盘阶段底部在2980附近,长虹路营业部
2024-06-13 13:24,都是在等散户抬轿子吗？[大笑],禅宗998
2024-06-13 13:24,每天就那么熬着盼着，想着要万一从明天就开始涨了呢。就这么一天天一月月一年年的耽误,股友01un077572
2024-06-13 13:24,今天加仓了,八禾丰
2024-06-13 13:24,各种围追堵截，非得离场去买，不买不行吗？,断桥下的夕阳
2024-06-13 13:24,大牛市要来啦,非常牛逼的巨龙
2024-06-13 13:24,有人超过一个月都在清仓的清仓，割肉的割肉。大阳线就在眼前。,牛牛累了
2024-06-13 13:23,大盘今天下午低点估计不会跌破3026点，尾盘2.30左右会走出反弹行情,钱事金升
2024-06-13 13:23,500w实盘75天:午盘上海贝岭早盘冲高被量化砸盘，我选择继续加仓干，因为我坚信,峰哥大玩家
2024-06-13 13:23,从早卖到晚，从月初卖到月底,愉快之麦仙翁
2024-06-13 13:22,连续卖出最长的一次，31天了,耐心的收获
2024-06-13 13:22,小盘股，有被市场抛弃了,游子意落
2024-06-13 13:22,自从胡易退说了我不卖，你怎么割我，就开始批量ST退市了，看起来各方面配合谋划已久,一洞不如一径
2024-06-13 13:21,今天测试3020，最多下个礼拜测试3000,敏敏谈股论经
2024-06-13 13:20,涨的啥？[滴汗],专业作手杰一
2024-06-13 13:20,为什么全球股市都是新高，你确实一直跌？？,兔子才
2024-06-13 13:20,没了，啥都没了……就剩下不涨的股票了,碎嘴子本
2024-06-13 13:20,怎么样折腾三千必下,股友Gp6DoF1512
2024-06-13 13:19,市场还是在横盘为主，主要还是量能隐患涨不动！后面必须补量才有真正的反弹出现，否则,老股民马哥
2024-06-13 13:19,根本跌不下去，我满仓梭哈,自在地及时雨
2024-06-13 13:19,真搞不懂！,风雨兼程一路行
2024-06-13 13:18,汪汪队要拉就拉升3045，别再这儿作妖拉指数个股反而回落了，都担心权重拉起再砸盘,天意_NICAI
2024-06-13 13:18,沪指这个45度很标准[憨笑][憨笑][憨笑],股友36u1qU
2024-06-13 13:18,[捂脸][捂脸][捂脸][捂脸][捂脸]还在3000点保卫战，简直,有自信的赌狗
2024-06-13 13:18,下周加速下跌,起个昵称真麻烦
2024-06-13 13:17,跑吧，没量，真的没量，昨天没人玩就算了，今天也没人玩，瀑布杀要来了！,股友d6927227k0
2024-06-13 13:17,从现在开始，这个点，跳水,坚持看空100年
2024-06-13 13:17,#高盛发声：中国市场已现复苏信号#A股先跌为敬,乐于助人的孟玄4
2024-06-13 13:17,冲冲冲！,XMWW
2024-06-13 13:17,骗炮了，明天股指交割日,股友55x58l8592
2024-06-13 13:16,盈不傲，亏不焦,欧扬学涨
2024-06-13 13:16,今天，略有放量，但不明显，所以盘面上依然是科特估各个分支最强，轮动领涨;昨晚消息,赚翻天乐翻天888
2024-06-13 13:16,地产股深物业A准备暴力拉涨，准备出击#美股三巨头总市值逼近10万亿美元#,才源源而来3176
2024-06-13 13:16,上涨就缩量，下跌就放量。有意思，有意思。,既定大概率原则
2024-06-13 13:16,只要一拉量化马上砸,买我黄瓜忘了他
2024-06-13 13:15,看到马上就分红的优质(常年高股息）银行股大跌，想想小股民就是受大资金摆布，连吃股,慢游深海
2024-06-13 13:15,只要大盘破了3000点，就把剩的两成现金在各个股全部买完，买完后就把第二批资金挪,股友3m10188a66
2024-06-13 13:15,无数次经验告诉我，空仓是对的，期待下一波布局[大笑][大笑][大笑],薅羊毛的宝总
2024-06-13 13:15,我们学学！想哭，学不来！#美股三巨头总市值逼近10万亿美元#,股友982VN52832
2024-06-13 13:15,房地产天天跌，真的不行了吗,地产ST
2024-06-13 13:15,操作：重仓芯片吃大肉！大动作，大动作加仓！速度要快，发车啦！,是空小白啊
2024-06-13 13:15,[微笑][微笑]好厉害,穿山甲666
2024-06-13 13:14,全球高温漫延，，我国着手→电力，特高压，铜缆连接，，运筹帷幄。。未雨绸缪，[想一,龙腾四海达三江
2024-06-13 13:14,到底了，干就完了,股友SMuDkV
2024-06-13 13:14,稳定高股息的中特估是未来主线。推荐江苏银行，建设银行，上海银行，平安银行。我子弹,稳中求胜WWW
2024-06-13 13:14,3000点高盛又要加模拟仓了[大笑][大笑][大笑],zs0608
2024-06-13 13:14,一键清仓了！,回本卸载软件
2024-06-13 13:14,想涨的已经亏到没钱补仓，而有资金的却不想涨，只要波动就可以。所以还是继续三千左右,阿叔来炒股
2024-06-13 13:13,半导体材料设备走出六连涨！“科特估”或将持续点燃板块行情？,小冰话投资
2024-06-13 13:13,所有散户止损叭！没意思,股友8E732993X0
2024-06-13 13:13,看看涨幅前10，全是讲故事,张方醒
2024-06-13 13:13,市场投机资金涌入688，爆炒小市值,风洞捡鸡哥
2024-06-13 13:12,扬我国威，加油！,农民收割庄家
2024-06-13 13:12,只要重仓一进，必套，不管你卖的位置有多低，这种偷看散户底牌的行为，太可耻了，看着,有自信的可子好8
2024-06-13 13:12,来咯来咯，又开始拉券商咯,逃底专家
2024-06-13 13:12,一年365天，天天资金都是流出的！,味全高鲜
2024-06-13 13:12,券商拉升就行了，你保险跟个毛线，真是没完没了，权重集体拉升指数，个股就跳水了！有,天意_NICAI
2024-06-13 13:12,芯片光刻机：东方钽业的铌金属被广泛应用于同步辐射光源、自由电子激光、散列中子源等,龙腾八板民间股神
2024-06-13 13:12,交银黄金加，又是黄金投顾策略新动向，费率还低，选择这只,抬头看
2024-06-13 13:11,朋友卖飞中国海油，能抄底正丹股份吗？,A股小挖基
2024-06-13 13:11,好股票也拿不住了之后进入守式状态,NEN李
2024-06-13 13:11,天天跌个不停！,指数涨个股跌完了
2024-06-13 13:10,光，锂神奇的大a是越跌越起劲没有一丝丝反弹迹象,宁可追涨也不抄底
2024-06-13 13:10,冲击3000点,谦虚的水爱荷
2024-06-13 13:10,昨天6.83建仓买入100股双杰电气，今天7.3元卖出，适合做波段操作，明天早盘,深圳CBD
2024-06-13 13:10,底部确认满仓梭哈3500点见,股友65X76L2562
2024-06-13 13:10,转发,沈本明
2024-06-13 13:09,恐慌筹码涌出只需一根中阴线,猫捉老鼠123
2024-06-13 13:09,破2950买1/4，破2900加仓一倍，破2850满仓进城,勇敢的头铁君
2024-06-13 13:09,跳水节没过完,梦里翱翔
2024-06-13 13:08,不要死撑，直接破3000算了，,铁骨清风
2024-06-13 13:08,量化去科创板建底仓了,股友EAsWbr
2024-06-13 13:08,计划你的交易,秒懂大盘
2024-06-13 13:08,这3000点真是牛,基民yTYq7d
2024-06-13 13:08,量化观市：红利风格仍占优，但成长风格在走强？,恒生高股息ETF_513690
2024-06-13 13:07,量化看着底牌在做T，这怎么玩,买我黄瓜忘了他
2024-06-13 13:07,……,zczzgx
2024-06-13 13:07,我就是我，独一无二。永远对自己充满自信，心之所向，素履以往。,紫气东来锦鲤载
2024-06-13 13:07,保卫3000点的战役，又开始了，这只是中字头呢？而是银行股？,标致的三郎
2024-06-13 13:07,连续3天低点不创新低了，不要慌，以时间换空间，这个阶段机会大于风险,伏见灬
2024-06-13 13:06,唉。难受，指数没跌，钱包又空了,昵称被取完了
2024-06-13 13:06,不但类容被修改了，而且流量也被直接给断了！57分钟9个人阅读……[赞][赞][赞,天意_NICAI
2024-06-13 13:06,出利好了本周大盘应该短线反转[偷笑],A股一战封神
2024-06-13 13:06,我打算屏蔽所有股票信息，锁仓，我都不看了！免得影响心情，10月再看！,股友1851182w0G
2024-06-13 13:06,开拉券商了，可能掩护出货,股友qJnyU6
2024-06-13 13:06,炒股的尽头是解套,有自信的可子好8
2024-06-13 13:06,又来了，又来了，又来了，又来了，又来了，又来了，又来,晴森宇
2024-06-13 13:06,还有人幻想着发财，我赔的只剩裤衩子了,模范的旋风管家2
2024-06-13 13:05,这次靠散户保卫3000，量化肯定能赢。,股友k1Y0BM
2024-06-13 13:05,建议小散满仓买入,drjqmm
2024-06-13 13:05,下跌趋势，看到2900附近,控制不住自己个
2024-06-13 13:04,不想割肉就只能加仓[捂脸][捂脸][捂脸],潮汕小负豪
2024-06-13 13:04,空仓等待破三千,有专注力的姜晗1
2024-06-13 13:04,说了大盘阶段见底有人还不服气[奸笑],股市之玩尽杀绝
2024-06-13 13:03,午评6月13日：高开震荡整理，沪指或构筑短期底部,快进快出超短哥
2024-06-13 13:03,权重股狂拉护指数[偷笑],小心驶得万年船O
2024-06-13 13:02,加油冲,股友G116U92626
2024-06-13 13:02,离半年线近在咫尺，量能萎缩，昨天跌回6000亿区间。可以轻仓介入，防万一踏空，虽,shark8965
2024-06-13 13:02,跟昨天的策略一致，没出大阳线都是假的，最近休息为主，不单独发文章了,lee777799
2024-06-13 13:02,今天下午（周四）大盘（上证）有概率翻红,O豁帅得一匹690
2024-06-13 13:01,半导体干它盘它,翔龙3519
2024-06-13 13:01,黄线跑那么高是什么意思,龙园茶业
2024-06-13 12:58,#对华电动汽车征税，欧盟算错了账#对于欧盟委员会发布的关于对华电动汽车反补贴调查,困惑的小新
2024-06-13 12:58,老大：中午好[献花][献花]大盘目前3千点破与不破没有任何意义！,股友012
2024-06-13 12:58,跌又不跌，涨又不涨，天天磨，散户都不敢进，只有量化和机构最喜欢这种行情。,金银钵满de子健
2024-06-13 12:57,【鸿磐午评】2024年6月13日,大连鸿磐投资
2024-06-13 12:57,【鸿磐午评】2024年6月13日,大连鸿磐投资
2024-06-13 12:57,你发现了吗，在小县城普通老百姓赚钱的渠道越来越......,白马飞奔黑马过林
2024-06-13 12:57,开盘买入。北证跷跷板。#对华电动汽车征税，欧盟算错了账##协和电子8连板，什么逻,迷你炒股养家
2024-06-13 12:57,中信说了，3000点守不住,花开发财的苏星河
2024-06-13 12:57,整个上半年，内资一共流入14天，威猛啊这是大牛市，哈哈哈,永远保卫3000
2024-06-13 12:57,6.13午评|科特估慢慢强者恒强，唯一的持续性,封先生论市
2024-06-13 12:56,神奇的A股,宁可追涨也不抄底
2024-06-13 12:54,唉～～～～～～,家财斗金的花木兰
2024-06-13 12:53,6月13日午盘机会看这里！,预判勇哥
2024-06-13 12:53,最近的大盘这20多天以来，没干啥好事！这样小碎步阴跌，后面不会有好事！后面的调整,格局决定财富
2024-06-13 12:53,$上证指数(SH000001)$,zzh1808
2024-06-13 12:51,中国大力补贴和生产的是新能源汽车不是电动汽车，所以他们征收反补贴税与新能源汽车无,真诚铱众
2024-06-13 12:51,昨日看好的和英力同类型的$斯菱股份(SZ301550)$西测测试$众智科技(SZ430504)$扬帆新材大涨。盘面依然是,浪成于微澜2022
2024-06-13 12:50,真实散户成交不会超过800亿,淡泊地蓝莓
2024-06-13 12:50,颓势依旧，仍须谨慎。,香港科創視訊股份有限公司
2024-06-13 12:49,这就是印钞机啊[捂脸][捂脸][捂脸]#美股三巨头总市值逼近10万亿美元#,如果火星有韭菜
2024-06-13 12:49,$上证指数(SH000001)$,丽水高人
2024-06-13 12:49,快了,捡钱大王
2024-06-13 12:49,天天绿，能红一次吗？,股友uVIvtJ
